:ID,:LABEL,officer_id,officer_name,first_name,last_name,badge_number,rank,department,department_type,precinct,district,city,state,badge_issued_date,years_on_force,hire_date,shift,unit,cases_handled_ytd,accident_reports_ytd,arrests_ytd,commendations,disciplinary_actions,training_certifications,accident_reconstruction_certified,dui_certified,phone,email,supervisor_badge,reports_filed_this_claim,active_status
OFF-2997,PoliceOfficer,OFF-2997,Officer Barbara Thompson,Barbara,Thompson,2997,Sergeant,Municipal Police Department,Transit,Precinct 7,District 2,Albany,NY,5/01/2000,15,3/01/2000,Rotating,K9,57,135,10,0,2,DUI Enforcement,Yes,Yes,(837) 470-1922,badge.2997@nypd.gov,9907,1,Active
OFF-1706,PoliceOfficer,OFF-1706,Officer James Wilson,James,Wilson,1706,Sergeant,State Highway Patrol Police Department,County Sheriff,Precinct 18,District 3,Richmond,VA,9/01/2001,14,12/01/2001,Rotating,Patrol,338,42,6,3,0,Traffic Investigation|Crisis Intervention|Accident Reconstruction|Evidence Collection,No,Yes,(953) 327-6765,badge.1706@vapd.gov,3594,1,Active
OFF-8991,PoliceOfficer,OFF-8991,Officer David Anderson,David,Anderson,8991,Officer,State Highway Patrol Police Department,Municipal,Precinct 10,District 8,Albany,NY,5/01/2006,9,10/01/2006,Day (7AM-3PM),Traffic,224,42,17,2,2,DUI Enforcement|Accident Reconstruction|Traffic Investigation|Crisis Intervention,No,Yes,(336) 346-7802,badge.8991@nypd.gov,9474,1,Active
OFF-5181,PoliceOfficer,OFF-5181,Officer Linda Johnson,Linda,Johnson,5181,Lieutenant,Metropolitan Police Department,County Sheriff,Precinct 16,District 4,Charleston,WV,2/01/2014,1,8/01/2014,Rotating,Traffic,249,70,63,11,1,DUI Enforcement|Evidence Collection|Accident Reconstruction,No,Yes,(618) 360-2803,badge.5181@wvpd.gov,7471,1,Active
OFF-8992,PoliceOfficer,OFF-8992,Officer Barbara Taylor,Barbara,Taylor,8992,Senior Officer,State Highway Patrol Police Department,Transit,Precinct 16,District 2,Albany,NY,7/01/2007,8,9/01/2007,Night (11PM-7AM),K9,181,79,13,8,0,Traffic Investigation|Accident Reconstruction|Crisis Intervention|EVOC (Emergency Driving),Yes,No,(335) 542-6937,badge.8992@nypd.gov,1315,1,Active
OFF-4268,PoliceOfficer,OFF-4268,Officer Barbara Davis,Barbara,Davis,4268,Lieutenant,State Highway Patrol Police Department,State Highway Patrol,Precinct 3,District 1,Columbia,SC,9/01/2005,10,1/01/2005,Day (7AM-3PM),Traffic,372,11,78,8,0,EVOC (Emergency Driving),Yes,No,(453) 291-4796,badge.4268@scpd.gov,2723,1,On Leave
OFF-4061,PoliceOfficer,OFF-4061,Officer Linda Harris,Linda,Harris,4061,Lieutenant,County Sheriff Police Department,Municipal,Precinct 16,District 3,Columbia,SC,2/01/1990,25,6/01/1990,Night (11PM-7AM),Detective Bureau,152,50,63,5,2,Accident Reconstruction|Traffic Investigation|Evidence Collection|EVOC (Emergency Driving),No,Yes,(734) 900-3952,badge.4061@scpd.gov,7586,1,Active
OFF-5060,PoliceOfficer,OFF-5060,Officer Maria Johnson,Maria,Johnson,5060,Officer,Municipal Police Department,Municipal,Precinct 9,District 8,Albany,NY,6/01/1988,27,9/01/1988,Day (7AM-3PM),Traffic,115,123,11,10,0,Evidence Collection,Yes,Yes,(955) 862-5930,badge.5060@nypd.gov,8498,1,Active
OFF-3058,PoliceOfficer,OFF-3058,Officer Maria Martin,Maria,Martin,3058,Officer,County Sheriff Police Department,Transit,Precinct 16,District 6,Columbia,SC,11/01/2004,11,2/01/2004,Evening (3PM-11PM),Traffic,237,96,15,8,2,Accident Reconstruction|EVOC (Emergency Driving),Yes,Yes,(522) 477-2547,badge.3058@scpd.gov,2192,1,Active
OFF-2009,PoliceOfficer,OFF-2009,Officer James Jackson,James,Jackson,2009,Detective,County Sheriff Police Department,County Sheriff,Precinct 16,District 8,Albany,NY,3/01/2002,13,8/01/2002,Rotating,Detective Bureau,301,43,73,5,0,Accident Reconstruction|DUI Enforcement,Yes,No,(248) 949-6962,badge.2009@nypd.gov,6460,1,On Leave
OFF-4642,PoliceOfficer,OFF-4642,Officer Maria White,Maria,White,4642,Senior Officer,Metropolitan Police Department,Municipal,Precinct 12,District 1,Charleston,WV,12/01/1995,20,6/01/1995,Rotating,Special Investigations,341,19,57,10,1,DUI Enforcement|Accident Reconstruction|Traffic Investigation,No,No,(306) 647-9574,badge.4642@wvpd.gov,8967,1,Active
OFF-3591,PoliceOfficer,OFF-3591,Officer Linda Johnson,Linda,Johnson,3591,Senior Officer,County Sheriff Police Department,Transit,Precinct 20,District 2,Columbia,SC,6/01/1996,19,4/01/1996,Evening (3PM-11PM),K9,170,33,26,9,1,Accident Reconstruction|DUI Enforcement|EVOC (Emergency Driving),No,Yes,(510) 312-8336,badge.3591@scpd.gov,3373,1,On Leave
OFF-4690,PoliceOfficer,OFF-4690,Officer James Wilson,James,Wilson,4690,Senior Officer,Municipal Police Department,State Highway Patrol,Precinct 7,District 3,Albany,NY,7/01/1995,20,9/01/1995,Night (11PM-7AM),Detective Bureau,155,69,66,6,2,Crisis Intervention,No,No,(398) 866-7859,badge.4690@nypd.gov,2567,1,Active
OFF-6675,PoliceOfficer,OFF-6675,Officer Linda Martinez,Linda,Martinez,6675,Senior Officer,State Highway Patrol Police Department,County Sheriff,Precinct 11,District 7,Charleston,WV,8/01/2009,6,10/01/2009,Night (11PM-7AM),Special Investigations,231,14,7,11,0,Crisis Intervention|DUI Enforcement,No,No,(957) 951-1153,badge.6675@wvpd.gov,6628,1,Active
OFF-7368,PoliceOfficer,OFF-7368,Officer Linda Moore,Linda,Moore,7368,Sergeant,Metropolitan Police Department,County Sheriff,Precinct 19,District 3,Charleston,WV,2/01/2002,13,4/01/2002,Day (7AM-3PM),Traffic,339,125,66,12,0,Accident Reconstruction|Evidence Collection|DUI Enforcement|EVOC (Emergency Driving),Yes,No,(625) 587-5589,badge.7368@wvpd.gov,3201,1,On Leave
OFF-2577,PoliceOfficer,OFF-2577,Officer Karen Martin,Karen,Martin,2577,Lieutenant,Metropolitan Police Department,State Highway Patrol,Precinct 9,District 6,Charleston,WV,1/01/1998,17,4/01/1998,Day (7AM-3PM),Detective Bureau,267,106,78,9,0,Accident Reconstruction|Evidence Collection,No,Yes,(822) 362-1875,badge.2577@wvpd.gov,3996,1,Active
OFF-1584,PoliceOfficer,OFF-1584,Officer Sandra Garcia,Sandra,Garcia,1584,Detective,State Highway Patrol Police Department,State Highway Patrol,Precinct 8,District 8,Richmond,VA,3/01/1989,26,8/01/1989,Night (11PM-7AM),Detective Bureau,300,60,2,6,0,DUI Enforcement|Crisis Intervention|Accident Reconstruction,Yes,No,(472) 992-6155,badge.1584@vapd.gov,6578,1,Active
OFF-8630,PoliceOfficer,OFF-8630,Officer Patricia White,Patricia,White,8630,Senior Officer,State Highway Patrol Police Department,Municipal,Precinct 6,District 1,Albany,NY,12/01/1991,24,4/01/1991,Rotating,Patrol,399,149,22,7,2,EVOC (Emergency Driving),No,Yes,(205) 838-5653,badge.8630@nypd.gov,2200,1,Active
OFF-3712,PoliceOfficer,OFF-3712,Officer Karen Martinez,Karen,Martinez,3712,Captain,State Highway Patrol Police Department,Transit,Precinct 16,District 2,Raleigh,NC,7/01/2005,10,7/01/2005,Rotating,Special Investigations,279,71,39,5,2,Traffic Investigation|DUI Enforcement,No,No,(483) 628-6979,badge.3712@ncpd.gov,1023,1,Active
OFF-2556,PoliceOfficer,OFF-2556,Officer James Jackson,James,Jackson,2556,Sergeant,State Highway Patrol Police Department,County Sheriff,Precinct 9,District 6,Albany,NY,9/01/1996,19,3/01/1996,Rotating,Traffic,242,107,8,3,1,EVOC (Emergency Driving)|Crisis Intervention|Evidence Collection|Traffic Investigation,Yes,Yes,(859) 498-4406,badge.2556@nypd.gov,2048,1,Active
OFF-3911,PoliceOfficer,OFF-3911,Officer Karen Martinez,Karen,Martinez,3911,Senior Officer,Metropolitan Police Department,Transit,Precinct 17,District 6,Columbia,SC,8/01/1989,26,5/01/1989,Evening (3PM-11PM),K9,262,103,21,9,0,DUI Enforcement,Yes,No,(984) 935-8824,badge.3911@scpd.gov,6700,1,Active
OFF-1997,PoliceOfficer,OFF-1997,Officer Sandra Johnson,Sandra,Johnson,1997,Sergeant,Metropolitan Police Department,State Highway Patrol,Precinct 15,District 2,Albany,NY,5/01/1997,18,6/01/1997,Evening (3PM-11PM),Traffic,298,33,15,11,1,Accident Reconstruction,Yes,Yes,(694) 634-9152,badge.1997@nypd.gov,3750,1,On Leave
OFF-6729,PoliceOfficer,OFF-6729,Officer Linda Brown,Linda,Brown,6729,Lieutenant,County Sheriff Police Department,Municipal,Precinct 7,District 6,Charleston,WV,6/01/1994,21,3/01/1994,Night (11PM-7AM),Special Investigations,23,101,28,2,0,Crisis Intervention|DUI Enforcement|Traffic Investigation|Evidence Collection,No,Yes,(687) 847-1274,badge.6729@wvpd.gov,6853,1,Active
OFF-1069,PoliceOfficer,OFF-1069,Officer Robert Robinson,Robert,Robinson,1069,Officer,Metropolitan Police Department,County Sheriff,Precinct 12,District 4,Albany,NY,8/01/2006,9,5/01/2006,Night (11PM-7AM),Special Investigations,344,19,15,10,1,Accident Reconstruction|Traffic Investigation,No,No,(880) 461-7390,badge.1069@nypd.gov,2929,1,Active
OFF-1019,PoliceOfficer,OFF-1019,Officer Barbara Johnson,Barbara,Johnson,1019,Captain,County Sheriff Police Department,Municipal,Precinct 19,District 4,Columbia,SC,12/01/2013,2,2/01/2013,Rotating,K9,74,56,62,10,2,Traffic Investigation,No,Yes,(217) 457-3065,badge.1019@scpd.gov,3475,1,Active
OFF-7562,PoliceOfficer,OFF-7562,Officer Linda Johnson,Linda,Johnson,7562,Lieutenant,County Sheriff Police Department,Municipal,Precinct 15,District 5,Albany,NY,7/01/2000,15,7/01/2000,Rotating,Special Investigations,301,66,59,4,1,DUI Enforcement|EVOC (Emergency Driving)|Evidence Collection|Accident Reconstruction,No,No,(494) 420-2388,badge.7562@nypd.gov,6341,1,Active
OFF-4453,PoliceOfficer,OFF-4453,Officer Barbara Martin,Barbara,Martin,4453,Officer,Municipal Police Department,Municipal,Precinct 16,District 2,Charleston,WV,11/01/1988,27,9/01/1988,Night (11PM-7AM),Special Investigations,372,118,75,2,0,Traffic Investigation|Crisis Intervention,No,Yes,(312) 945-7979,badge.4453@wvpd.gov,7325,1,Active
OFF-3324,PoliceOfficer,OFF-3324,Officer John Miller,John,Miller,3324,Officer,Metropolitan Police Department,State Highway Patrol,Precinct 7,District 4,Charleston,WV,11/01/2012,3,8/01/2012,Evening (3PM-11PM),Patrol,93,148,34,5,1,Traffic Investigation|Accident Reconstruction,No,Yes,(970) 345-3729,badge.3324@wvpd.gov,7278,1,Active
OFF-4231,PoliceOfficer,OFF-4231,Officer Linda Wilson,Linda,Wilson,4231,Senior Officer,Municipal Police Department,State Highway Patrol,Precinct 13,District 6,Raleigh,NC,2/01/2009,6,6/01/2009,Day (7AM-3PM),K9,380,104,42,6,2,EVOC (Emergency Driving)|Traffic Investigation,No,No,(425) 886-9359,badge.4231@ncpd.gov,4151,1,Active
OFF-3878,PoliceOfficer,OFF-3878,Officer John Johnson,John,Johnson,3878,Sergeant,County Sheriff Police Department,Transit,Precinct 17,District 8,Columbia,SC,6/01/1997,18,7/01/1997,Rotating,Detective Bureau,55,13,64,3,2,Crisis Intervention|Evidence Collection|Traffic Investigation|DUI Enforcement,No,No,(410) 629-7243,badge.3878@scpd.gov,2519,1,Active
OFF-2869,PoliceOfficer,OFF-2869,Officer Michael Jackson,Michael,Jackson,2869,Officer,County Sheriff Police Department,Transit,Precinct 10,District 5,Richmond,VA,6/01/1991,24,12/01/1991,Evening (3PM-11PM),Detective Bureau,64,6,62,2,1,Evidence Collection|Crisis Intervention|DUI Enforcement,No,No,(497) 862-5340,badge.2869@vapd.gov,7740,1,Retired
OFF-9430,PoliceOfficer,OFF-9430,Officer David Moore,David,Moore,9430,Detective,State Highway Patrol Police Department,Municipal,Precinct 14,District 4,Charleston,WV,9/01/2007,8,5/01/2007,Rotating,Special Investigations,191,146,57,1,0,DUI Enforcement|Crisis Intervention|Evidence Collection,No,Yes,(318) 659-5398,badge.9430@wvpd.gov,3145,1,Active
OFF-6080,PoliceOfficer,OFF-6080,Officer Michael Martin,Michael,Martin,6080,Officer,State Highway Patrol Police Department,Transit,Precinct 8,District 7,Albany,NY,11/01/1997,18,3/01/1997,Day (7AM-3PM),Traffic,199,42,26,8,1,Crisis Intervention|Evidence Collection|Accident Reconstruction,Yes,No,(659) 551-6524,badge.6080@nypd.gov,1301,1,Active
OFF-6840,PoliceOfficer,OFF-6840,Officer James Davis,James,Davis,6840,Sergeant,State Highway Patrol Police Department,Municipal,Precinct 9,District 2,Charleston,WV,4/01/2012,3,3/01/2012,Evening (3PM-11PM),K9,211,105,43,7,2,DUI Enforcement|Evidence Collection|Accident Reconstruction|Crisis Intervention,Yes,No,(502) 900-5022,badge.6840@wvpd.gov,3641,1,On Leave
OFF-5008,PoliceOfficer,OFF-5008,Officer Sandra Taylor,Sandra,Taylor,5008,Officer,County Sheriff Police Department,State Highway Patrol,Precinct 20,District 3,Albany,NY,1/01/2004,11,4/01/2004,Night (11PM-7AM),Traffic,332,51,60,3,1,DUI Enforcement,Yes,No,(515) 929-4081,badge.5008@nypd.gov,9220,1,Active
OFF-6855,PoliceOfficer,OFF-6855,Officer Maria Thompson,Maria,Thompson,6855,Lieutenant,County Sheriff Police Department,County Sheriff,Precinct 6,District 4,Richmond,VA,2/01/2010,5,5/01/2010,Evening (3PM-11PM),Traffic,47,101,27,8,0,DUI Enforcement,Yes,Yes,(460) 425-2572,badge.6855@vapd.gov,4156,1,Active
OFF-4798,PoliceOfficer,OFF-4798,Officer John Martinez,John,Martinez,4798,Officer,State Highway Patrol Police Department,County Sheriff,Precinct 13,District 6,Philadelphia,PA,3/01/1987,28,12/01/1987,Rotating,Special Investigations,130,142,30,1,1,Traffic Investigation,No,No,(408) 539-1628,badge.4798@papd.gov,4090,1,Active
OFF-9738,PoliceOfficer,OFF-9738,Officer John Robinson,John,Robinson,9738,Officer,State Highway Patrol Police Department,County Sheriff,Precinct 14,District 6,Columbia,SC,4/01/2005,10,1/01/2005,Night (11PM-7AM),Traffic,376,150,1,3,2,Accident Reconstruction|EVOC (Emergency Driving)|DUI Enforcement|Evidence Collection,Yes,Yes,(969) 980-4568,badge.9738@scpd.gov,4672,1,Active
OFF-7666,PoliceOfficer,OFF-7666,Officer John Moore,John,Moore,7666,Senior Officer,State Highway Patrol Police Department,State Highway Patrol,Precinct 17,District 2,Columbia,SC,3/01/1991,24,11/01/1991,Night (11PM-7AM),K9,315,81,62,10,2,EVOC (Emergency Driving)|DUI Enforcement,No,Yes,(786) 667-9260,badge.7666@scpd.gov,3786,1,Active
OFF-2451,PoliceOfficer,OFF-2451,Officer Robert Robinson,Robert,Robinson,2451,Officer,Metropolitan Police Department,Municipal,Precinct 6,District 6,Columbia,SC,9/01/2004,11,9/01/2004,Evening (3PM-11PM),K9,156,52,24,8,0,Crisis Intervention|DUI Enforcement|Traffic Investigation|Evidence Collection,Yes,Yes,(891) 538-2122,badge.2451@scpd.gov,6154,1,Retired
OFF-1455,PoliceOfficer,OFF-1455,Officer John Anderson,John,Anderson,1455,Detective,County Sheriff Police Department,Transit,Precinct 9,District 1,Columbia,SC,10/01/1989,26,9/01/1989,Evening (3PM-11PM),Special Investigations,272,35,41,12,2,EVOC (Emergency Driving),Yes,Yes,(443) 718-7903,badge.1455@scpd.gov,6225,1,Active
OFF-1233,PoliceOfficer,OFF-1233,Officer James Moore,James,Moore,1233,Senior Officer,Metropolitan Police Department,Transit,Precinct 3,District 1,Albany,NY,11/01/2004,11,10/01/2004,Rotating,Detective Bureau,209,40,48,1,0,Crisis Intervention|DUI Enforcement,No,Yes,(678) 561-6980,badge.1233@nypd.gov,2327,1,Active
OFF-6004,PoliceOfficer,OFF-6004,Officer Maria Robinson,Maria,Robinson,6004,Officer,State Highway Patrol Police Department,County Sheriff,Precinct 1,District 2,Albany,NY,2/01/1990,25,6/01/1990,Rotating,Special Investigations,169,93,70,0,1,EVOC (Emergency Driving),Yes,Yes,(490) 445-3510,badge.6004@nypd.gov,4462,1,Active
OFF-7168,PoliceOfficer,OFF-7168,Officer Maria Anderson,Maria,Anderson,7168,Detective,Metropolitan Police Department,Transit,Precinct 2,District 1,Charleston,WV,11/01/2006,9,2/01/2006,Rotating,Traffic,363,88,68,8,1,Evidence Collection|Crisis Intervention,No,Yes,(276) 772-1738,badge.7168@wvpd.gov,1334,1,Active
OFF-1653,PoliceOfficer,OFF-1653,Officer John Martinez,John,Martinez,1653,Officer,County Sheriff Police Department,Municipal,Precinct 19,District 5,Charleston,WV,8/01/2004,11,2/01/2004,Day (7AM-3PM),Special Investigations,153,92,12,8,0,Traffic Investigation,No,No,(491) 433-7187,badge.1653@wvpd.gov,3379,1,Active
OFF-6548,PoliceOfficer,OFF-6548,Officer John Garcia,John,Garcia,6548,Officer,Metropolitan Police Department,State Highway Patrol,Precinct 3,District 4,Columbia,SC,1/01/1993,22,9/01/1993,Day (7AM-3PM),K9,354,8,56,1,2,EVOC (Emergency Driving)|Accident Reconstruction|Crisis Intervention,Yes,Yes,(705) 857-5456,badge.6548@scpd.gov,6130,1,Active
OFF-6621,PoliceOfficer,OFF-6621,Officer David Brown,David,Brown,6621,Officer,Municipal Police Department,Municipal,Precinct 17,District 8,Charleston,WV,9/01/1990,25,7/01/1990,Rotating,Special Investigations,244,78,47,12,0,EVOC (Emergency Driving)|Evidence Collection|DUI Enforcement|Accident Reconstruction,Yes,Yes,(692) 279-6245,badge.6621@wvpd.gov,3330,1,Active
OFF-7091,PoliceOfficer,OFF-7091,Officer Linda White,Linda,White,7091,Officer,Municipal Police Department,State Highway Patrol,Precinct 15,District 1,Charleston,WV,3/01/1995,20,11/01/1995,Rotating,Detective Bureau,321,35,26,11,0,Crisis Intervention,No,Yes,(213) 931-1461,badge.7091@wvpd.gov,6635,1,Active
OFF-4569,PoliceOfficer,OFF-4569,Officer Patricia Taylor,Patricia,Taylor,4569,Officer,State Highway Patrol Police Department,Municipal,Precinct 11,District 8,Charleston,WV,2/01/2004,11,10/01/2004,Day (7AM-3PM),Traffic,104,54,24,5,2,Traffic Investigation|Evidence Collection,Yes,No,(322) 207-7410,badge.4569@wvpd.gov,5664,1,Active
OFF-8787,PoliceOfficer,OFF-8787,Officer Michael Wilson,Michael,Wilson,8787,Senior Officer,Metropolitan Police Department,Municipal,Precinct 7,District 6,Richmond,VA,11/01/1991,24,10/01/1991,Rotating,Special Investigations,120,129,73,1,0,Crisis Intervention,No,No,(867) 664-9670,badge.8787@vapd.gov,1478,1,Active
OFF-6537,PoliceOfficer,OFF-6537,Officer Patricia Moore,Patricia,Moore,6537,Detective,Metropolitan Police Department,State Highway Patrol,Precinct 9,District 8,Richmond,VA,4/01/1994,21,7/01/1994,Day (7AM-3PM),Patrol,162,111,57,7,2,DUI Enforcement|EVOC (Emergency Driving)|Evidence Collection,No,No,(976) 488-4910,badge.6537@vapd.gov,7149,1,On Leave
OFF-8675,PoliceOfficer,OFF-8675,Officer Linda Martinez,Linda,Martinez,8675,Detective,County Sheriff Police Department,County Sheriff,Precinct 20,District 5,Charleston,WV,1/01/2014,1,6/01/2014,Day (7AM-3PM),Traffic,304,92,76,1,2,Accident Reconstruction|Evidence Collection|Crisis Intervention,Yes,Yes,(245) 332-1210,badge.8675@wvpd.gov,6861,1,Active
OFF-5095,PoliceOfficer,OFF-5095,Officer Barbara Garcia,Barbara,Garcia,5095,Senior Officer,State Highway Patrol Police Department,County Sheriff,Precinct 10,District 5,Columbia,SC,12/01/1998,17,8/01/1998,Evening (3PM-11PM),Special Investigations,355,96,74,8,1,Evidence Collection|Traffic Investigation|DUI Enforcement|EVOC (Emergency Driving),No,Yes,(514) 246-7079,badge.5095@scpd.gov,6257,1,Active
OFF-4201,PoliceOfficer,OFF-4201,Officer Robert Taylor,Robert,Taylor,4201,Sergeant,State Highway Patrol Police Department,Municipal,Precinct 4,District 3,Albany,NY,9/01/2014,1,12/01/2014,Rotating,Traffic,184,130,51,10,1,Crisis Intervention|DUI Enforcement|Evidence Collection|Accident Reconstruction,No,Yes,(439) 814-2955,badge.4201@nypd.gov,9860,1,Active
OFF-6861,PoliceOfficer,OFF-6861,Officer Robert Davis,Robert,Davis,6861,Detective,Municipal Police Department,Municipal,Precinct 2,District 6,Columbia,SC,12/01/2005,10,10/01/2005,Evening (3PM-11PM),K9,226,69,61,5,0,Evidence Collection|DUI Enforcement|Accident Reconstruction|EVOC (Emergency Driving),Yes,No,(793) 956-5564,badge.6861@scpd.gov,8449,1,Active
OFF-6786,PoliceOfficer,OFF-6786,Officer Linda Garcia,Linda,Garcia,6786,Lieutenant,Municipal Police Department,State Highway Patrol,Precinct 20,District 8,Columbia,SC,8/01/2008,7,12/01/2008,Day (7AM-3PM),K9,72,65,44,0,2,Crisis Intervention|Evidence Collection,No,Yes,(587) 742-8869,badge.6786@scpd.gov,3760,1,Active
OFF-8696,PoliceOfficer,OFF-8696,Officer Michael Anderson,Michael,Anderson,8696,Sergeant,Metropolitan Police Department,Municipal,Precinct 3,District 1,Columbia,SC,4/01/1995,20,6/01/1995,Night (11PM-7AM),Special Investigations,184,88,14,2,1,Evidence Collection|Accident Reconstruction,Yes,Yes,(680) 374-3655,badge.8696@scpd.gov,4526,1,Active
OFF-3865,PoliceOfficer,OFF-3865,Officer Michael Jackson,Michael,Jackson,3865,Officer,Municipal Police Department,County Sheriff,Precinct 13,District 3,Raleigh,NC,3/01/1987,28,7/01/1987,Day (7AM-3PM),Traffic,287,21,60,1,2,DUI Enforcement|Traffic Investigation|Evidence Collection|EVOC (Emergency Driving),No,No,(382) 893-5242,badge.3865@ncpd.gov,7589,1,On Leave
OFF-2088,PoliceOfficer,OFF-2088,Officer William Moore,William,Moore,2088,Detective,State Highway Patrol Police Department,Municipal,Precinct 18,District 2,Albany,NY,7/01/1993,22,7/01/1993,Day (7AM-3PM),Traffic,375,20,3,5,1,Traffic Investigation|Crisis Intervention|EVOC (Emergency Driving),No,Yes,(854) 565-6385,badge.2088@nypd.gov,2591,1,Active
OFF-1641,PoliceOfficer,OFF-1641,Officer Maria Harris,Maria,Harris,1641,Senior Officer,State Highway Patrol Police Department,Transit,Precinct 4,District 6,Charleston,WV,10/01/2008,7,7/01/2008,Night (11PM-7AM),Traffic,28,20,78,11,0,Evidence Collection|Traffic Investigation|Crisis Intervention,No,Yes,(918) 224-7720,badge.1641@wvpd.gov,2339,1,Active
OFF-5289,PoliceOfficer,OFF-5289,Officer Linda Martin,Linda,Martin,5289,Senior Officer,Metropolitan Police Department,Transit,Precinct 7,District 8,Albany,NY,5/01/2002,13,7/01/2002,Evening (3PM-11PM),Detective Bureau,173,86,65,0,1,EVOC (Emergency Driving)|Accident Reconstruction,No,No,(665) 662-5807,badge.5289@nypd.gov,7871,1,Active
